class,class_name,title,description
1,World,Cali Drug Kingpin Faces U.S. Court in Chains,"&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Michael Christie&lt;/p&gt;&lt;p&gt; MIAMI (Reuters) - The most powerful drug lord everextradited by Colombia appeared before a U.S. judge on Monday,and his lawyer said he would fight U.S. charges that he ran hismultibillion-dollar business from a Colombian jail cell.&lt;/p&gt;"
1,World,New York Hopes to Win Olympics by Dividing Votes,The people behind New York City's bid for the 2012 Summer Games think they have a chance to beat the four competing European capitals.
2,Sports,Former NBA Star Calvin Murphy Acquitted of Sexual Abuse, HOUSTON (Reuters) - Former basketball star Calvin Murphy  was acquitted on Monday by a Houston jury on charges he  sexually abused five of his daughters.
1,World,Report: Blair Warned of Iraq Chaos in '02 (AP),AP - The government was accused Saturday of misleading the British public over plans for postwar Iraq after a newspaper reported that Prime Minister Tony Blair was warned a year before the invasion that postwar stability would be difficult.
2,Sports,NASCAR fans prepare for new homestretch,"Well, it may not be a typical playoff format, but NASCAR Nextel Cup #39;s 10-race championship chase officially begins today. The Sylvania 300 at New Hampshire International Speedway is the first "
2,Sports,NCAA Game Summary - Southern California at BYU,The Cougars turned the ball over four times...The Trojans made their first ever visit to Provo...Bush posted his first career 100-yard rushing game.
3,Business,"Buyers, even browsers, mourn store's final sale",LOWELL -- To shop at Birke's Department Store in its heyday was not for the faint of heart.
4,Sci/Tech,Creating Animated Screenshots on Linux,\\This is a cool little feature I've been wanting for a while now.\\Every once in a while I'll develop some cool feature in some software that I'm\writing and want to show off a screenshot.  The only problem is that without\showing how it interacts with the user I can't demo the features raw power.\\An animated screenshot would solve this but no existing screenshot tools support\animated gif output.\\It turns out that 'convert' from ImageMagick supports. Ksnapshot can be used to\grab the screens and 'convert' can stitch them together.\\Heres what you do:\\- Startup ksnapshot and take a series of snaps from your application.  Each\  snapshot should be an independent frame in the series.\\- Save ...\\
2,Sports,"Win, lose Oscar is no gamble",LAS VEGAS -- There is another reason 1992 Olympic champion Oscar De La Hoya is so appropriately called The Golden Boy.
3,Business,Bush fights  #39;in the red #39; menace,"For Bush #39;s dad, it was  #39;the economy, stupid #39;: Bill Clinton swept into the White House 12 years ago on a wave of pessimism about the  #39;jobless recovery #39; from the early 1990s recession, confirming the received wisdom that what really matters on polling day "
2,Sports,6 turnovers stymie MSU in 31-24 loss to Irish,"Michigan State looked like a bunch of shamrocks in their green jerseys, pants and helmets, but it couldn #39;t take the luck of the Irish away from Notre Dame Saturday night in Spartan Stadium."
1,World,UN warns Sudan to stop violence,The United Nations has warned the government in Sudan to end the violence happening in the African country. There has been loads of fighting in the western region of Darfur where more than a million people have fled their homes and thousands are dying.
2,Sports,Japan #39;s Tamada wins home GP,Japan #39;s Makoto Tamada won his home Grand Prix on Sunday as world champion Valentino Rossi of Italy claimed second place to take his new Yamaha team closer to its first championship in 12 years.
3,Business,IPOs Kick Into Gear with Busy Calendar, NEW YORK (Reuters) - It is back to business for U.S.  initial public offerings and time to see if the market for new  issues can pull out of its end-of-summer slump.
2,Sports,Safin gains first title in two years,"Marat Safin won his first title in two years, beating Mikhail Youzhny 7-6 (4), 7-5 Sunday in an all-Russian final. Safin, a former US Open champion who has been struggling since an injury-plagued 2003, advanced to No."
1,World,Iraq Group Shows Tape of Beheading of Three Kurds," DUBAI (Reuters) - An Iraqi Islamist group said on Sunday it  killed three members of the Kurdistan Democratic Party (KDP),  which cooperates with the Iraqi government, and posted a video  tape on its Web site of the apparent beheadings."
1,World,The Hardest-Working Woman in the TV Biz,"Does Heather Locklear ever age? Or get less-than-stellar ratings? Can the old formula still work in ""LAX,"" her new NBC series?"
1,World,Ivan's Flooding Forces New Evacuations,"WHEELING, W.Va. - Hundreds of people evacuated their homes Sunday in parts of Ohio, West Virginia and Pennsylvania as rivers and small streams were swollen beyond their banks by the torrential rain dumped by remnants of Hurricane Ivan..."
1,World,Report: Group Threatens to Kill 15 Iraqi Soldiers," DUBAI (Reuters) - A hitherto unknown Islamist group has  threatened to kill 15 captured Iraqi soldiers if authorities do  not release an aide to Shi'ite rebel cleric Moqtada al-Sadr  within 48 hours, Arab television Al Jazeera reported Sunday."
2,Sports,"McNabb, Culpepper to Square Off Monday (AP)","AP - Both quarterbacks have strong arms, quick feet and plenty of wins on their resumes. One other thing Donovan McNabb and Daunte Culpepper have in common: They're the only two of the five heralded quarterbacks selected in the first round of the 1999 draft still in the NFL."
1,World,Three Kurds Beheaded in Iraq,A videotape posted on a Web site shows the beheading of three hostages who are said to be members of a Kurdish party in northern Iraq.
1,World,Saudi jails  #39;seditious #39; academic,A court in Saudi Arabia has sentenced a university professor to five years in jail for sowing dissent and sedition. Hard-line Islamist academic Said bin Zair was arrested in April on charges of condoning suicide 
4,Sci/Tech,Microsoft To Pay \$113M to Calif. Lawyers,"Sep. 17, 2004. A judge is ordering the Microsoft to pay \$112.5 million to attorneys who successfully sued the software maker for monopolizing a segment of California #39;s market."
1,World,China #39;s Hu takes Army reins,"Sunday #39;s departure of Jiang Zemin as head of China #39;s military was a surprise, though rumors of a power struggle with "
1,World,Turkey concert blast  #39;hurts 14 #39;,"A bomb placed under a police car at a pop concert in southern Turkey has hurt at least 14 people, officials say. The explosion happened in the city of Mercin during a performance by well-known Turkish singer Candan Ercetin."
2,Sports,NFL Wrap: Manning Wins MVP Battle as Colts Beat Titans,Peyton Manning threw for 254 yards and two touchdowns to win his showdown with fellow co-MVP Steve McNair as the Indianapolis Colts beat the Tennessee Titans 31-17 at Nashville on Sunday.
4,Sci/Tech,Microsoft lets governments into Office,The productivity package is added to the program that allows governments to see Microsoft source code.
4,Sci/Tech,More toxic materials set to join global trade watch list,"GENEVA: Up to 15 hazardous substances are expected to be added to a  quot;watch list quot; regulating international trade in toxic industrial products and pesticides, the UN #39;s environmental agency said."
2,Sports,Cubs Keep Pace,Moises Alou's tiebreaking two-run double in the ninth gives the Cubs a 5-1 victory over the Reds Sunday for their sixth win in seven games.
2,Sports,San Diego Chargers,Martin rushed for 119 yards and two touchdowns to become the New York Jets  #39; all-time leading rusher as the Jets posted a 34-28 victory over the San Diego Chargers .
1,World,President's Party Leads Kazakhstan Voting (AP),"AP - President Nursultan Nazarbayev's party took an early lead in Parliament elections Sunday, and his daughter's new party was running second, lending credence to suspicions of plans for a family dynasty."
1,World,Senators Urge Bush to Rethink Iraq Policy (AP),AP - Senators from both parties urged the Bush administration on Sunday to make a realistic assessment of the situation in Iraq and adjust its policies aimed at pacifying the country.
2,Sports,Europe Defeats US by Record Margin in Ryder Cup Golf,"Europe has defeated the United States by a record margin in the 35th Ryder Cup team golf tournament. Lee Westwood of England ensured the Europeans would retain the trophy in Bloomfield Hills, Michigan, with a 1-up victory Sunday over American Kenny Perry."
3,Business,Court rejects planned Air New Zealand-Qantas alliance,New Zealand #39;s High Court on Monday rejected a proposed alliance between the country #39;s flag carrier and Australian rival airline Qantas.
3,Business,Yukos Said to Halt Some Exports to China,"MOSCOW - Russia #39;s Yukos oil company is suspending oil exports to the Chinese National Petroleum Corp. because it cannot afford to pay transport expenses, a news agency reported Sunday."
1,World,MILLPOND BOTTOM JOURNAL Right-to-Roam Laws Let British Walk Over &lt;b&gt;...&lt;/b&gt;,"They gathered under the pink walls of the Royal Oak Inn, then marched here to this gentle vale to claim their slice of new freedom."
